dist,red,green,blue
0,0.23708856242118537,0.06540859953999487,0.03282392026578073
0,0.23708856242118537,0.06540859953999487,0.03282392026578073
0,0.23708856242118537,0.06540859953999487,0.03282392026578073
0,0.23708856242118537,0.06540859953999487,0.03282392026578073
0,0.23708856242118537,0.06540859953999487,0.03282392026578073
0,0.23708856242118537,0.06540859953999487,0.03282392026578073
0,0.23708856242118537,0.06540859953999487,0.03282392026578073
0,0.23708856242118537,0.06540859953999487,0.03282392026578073
0,0.23708856242118537,0.06540859953999487,0.03282392026578073
0,0.23708856242118537,0.06540859953999487,0.03282392026578073
1,0.20795059081967224,0.4105484046511631,0.04187319003322257
1,0.5109695945945946,0.2925376712328768,0.3532842465753424
1,0.5109695945945946,0.2925376712328768,0.3532842465753424
1,0.5109695945945946,0.2925376712328768,0.3532842465753424
1,0.8065573770491803,0.42197011694352127,0.6112446013289038
1,0.8065573770491803,0.42197011694352127,0.6112446013289038
1,0.4704290540540541,0.250271147260274,0.017248287671232876
1,0.6371379310344827,0.392062380952381,0.4342033333333332
1,0.6371379310344827,0.392062380952381,0.4342033333333332
2,0.793918918918919,0.63763176369863,0.628746660958904
2,0.6162162162162161,0.40556883561643836,0.4193054794520549
2,0.6472439189189189,0.04573664383561645,0.4700925684931508
2,0.6359695945945946,0.3843732020547946,0.44377910958904115
2,0.693402027027027,0.43305570205479477,0.5351456335616437
2,0.5816950819672131,0.08052325581395349,0.3298905315614618
2,0.5887868852459017,0.30200498338870435,0.0022923588039867092
2,0.5110130718954248,0.10596026490066225,0.3180629139072847
2,0.5920655737704918,0.278749169435216,0.26291196013289037
2,0.5920655737704918,0.278749169435216,0.26291196013289037
3,0.5428852459016393,0.23555980066445187,0.2038205980066445
3,0.6412459016393443,0.24564784053156147,0.17838205980066446
3,0.6510819672131148,0.17764119601328907,0.3890531561461794
3,0.6915690789473685,0.3232016666666667,0.15743333333333334
3,0.5404248366013071,0.1184337748344371,0.4614900662251656
3,0.5887868852459017,0.2529451827242525,0.5102325581395349
3,0.5763725490196079,0.07480132450331126,0.3842880794701986
3,0.5428852459016393,0.23555980066445187,0.2038205980066445
3,0.5586557377049179,0.006644518272425249,0.30363787375415274
3,0.6565475409836066,0.33969102990033223,0.046511627906976744
4,0.7234,0.6466345514950167,0.5506378737541529
4,0.5211504702194358,0.1365079365079365,0.023374603174603173
4,0.30202702702702705,0.10890410958904109,0.015616438356164379
4,0.5942524590163933,0.28903654485049834,0.026402640264026403
4,0.5639344262295082,0.16046511627906976,0.17392026578073091
4,0.5508196721311476,0.2159468438538206,0.08970099667774087
4,0.5810749185667753,0.1485148514851485,0.1551155115511551
4,0.5193114754098361,0.28584717607973426,0.16943521594684385
5,0.4634905660377359,0.04777070063694268,0.15936305732484077
5,0.4808463949843261,0.15555555555555556,0.03407643312101911
5,0.54858934169279,0.12698412698412698,0.14285714285714285
5,0.7508196721311475,0.4684385382059801,0.07973421926910298
5,0.9477124183006536,0.046357615894039736,0.009933774834437087
5,0.9117647058823529,0.0762346702021876,0.04308916141862778
5,0.6050156739811913,0.29317460317460314,0.15589171974522292
5,0.48980327868852463,0.20930232558139536,0.0
5,0.5291475409836066,0.24916943521594684,0.013289036544850499
5,0.5506756756756757,0.0958904109589041,0.363013698630137
6,0.7914426229508197,0.016611295681063124,0.019933554817275746
6,0.5934169278996866,0.23698412698412696,0.044444444444444446
6,0.6123778501628665,0.09900990099009901,0.2938613861386139
6,0.4855031446540881,0.11464968152866242,0.05431309904153356
6,0.6078360655737706,0.32558139534883723,0.046511627906976744
6,0.7546959459459459,0.4212328767123288,0.1506849315068493
6,0.694012539184953,0.33015873015873015,0.16825396825396827
6,0.491740506329114,0.1667948717948718,0.15942307692307692
6,0.5081967213114754,0.11166112956810631,0.0
6,0.5606557377049181,0.2777740863787375,0.019933554817275746
7,0.5900958466453674,0.33980582524271846,0.3592233009708738
7,0.5788851351351351,0.13356164383561644,0.21575342465753425
7,0.5753627760252367,0.10223642172523961,0.2761904761904762
7,0.7868852459016393,0.4950166112956811,0.09634551495016612
7,0.4702194357366771,0.08765079365079365,0.031746031746031744
7,0.5015673981191222,0.15873015873015872,0.025396825396825397
7,0.5245901639344263,0.029900332225913623,0.11295681063122924
7,0.578025078369906,0.18095238095238095,0.15873015873015872
7,0.7234967320261438,0.059602649006622516,0.4726490066225166
7,0.9248366013071896,0.0762346702021876,0.026516407026847863
8,0.6722972972972973,0.13013698630136986,0.2650684931506849
8,0.5540983606557377,0.2292358803986711,0.013289036544850499
8,0.7422622950819673,0.0,0.49747508305647836
8,0.5278688524590164,0.24584717607973422,0.009966777408637873
8,0.9477124183006536,0.016556291390728478,0.009933774834437087
8,0.4210031347962383,0.1337579617834395,0.10380952380952382
8,0.45405660377358487,0.10509554140127389,0.08792993630573248
8,0.8827361563517915,0.23102310231023102,0.0594059405940594
8,0.5098039215686274,0.4304635761589404,0.08940397350993377
8,0.5869607843137254,0.19205298013245034,0.18211920529801323
9,0.5402272727272728,0.2238157894736842,0.05921052631578947
9,0.6300940438871473,0.2571428571428571,0.012698412698412698
9,0.4996393442622951,0.2159468438538206,0.053156146179401995
9,0.8683006535947712,0.014536423841059605,0.06721854304635762
9,0.6,0.07179401993355482,0.08637873754152824
9,0.49508196721311476,0.25132890365448507,0.006644518272425249
9,0.6524590163934426,0.36212624584717606,0.0
9,0.5685064935064934,0.2449013157894737,0.046052631578947366
9,0.5410658307210032,0.06984126984126984,0.13968253968253969
9,0.5094754098360657,0.2026578073089701,0.023255813953488372
