dist,red,green,blue
0,0.922832786885246,0.0,0.918485049833887
0,0.922832786885246,0.0,0.918485049833887
0,0.922832786885246,0.0,0.918485049833887
0,0.922832786885246,0.0,0.918485049833887
0,0.922832786885246,0.0,0.918485049833887
0,0.922832786885246,0.0,0.918485049833887
0,0.922832786885246,0.0,0.918485049833887
0,0.922832786885246,0.0,0.918485049833887
0,0.922832786885246,0.0,0.918485049833887
0,0.922832786885246,0.0,0.918485049833887
1,0.932172910662824,0.8351720116618075,0.07941176470588235
1,0.932172910662824,0.8351720116618075,0.07941176470588235
1,0.932172910662824,0.8351720116618075,0.07941176470588235
1,0.932172910662824,0.8351720116618075,0.07941176470588235
1,0.922832786885246,0.0,0.918485049833887
1,0.932172910662824,0.8351720116618075,0.07941176470588235
2,0.922832786885246,0.0,0.0
2,0.922832786885246,0.0,0.0
2,0.922832786885246,0.0,0.0
2,0.922832786885246,0.0,0.016611295681063124
2,0.922832786885246,0.0,0.016611295681063124
2,0.922832786885246,0.0,0.0
2,0.932172910662824,0.8351720116618075,0.07058823529411765
2,0.922832786885246,0.0,0.8919069767441858
3,0.922832786885246,0.0,0.8786179401993354
3,0.922832786885246,0.918485049833887,0.0
3,0.932172910662824,0.07941176470588235,0.0872093023255814
3,0.932172910662824,0.008746355685131196,0.07871720116618076
3,0.922832786885246,0.0,0.016611295681063124
3,0.922832786885246,0.0,0.016611295681063124
3,0.922832786885246,0.0,0.0
3,0.922832786885246,0.0,0.8919069767441858
4,0.922832786885246,0.9051960132890365,0.0
4,0.922832786885246,0.8786179401993354,0.918485049833887
4,0.922832786885246,0.0,0.016611295681063124
4,0.932172910662824,0.008746355685131196,0.0
4,0.922832786885246,0.0,0.0
4,0.927009836065574,0.0,0.028798578073089505
4,0.922832786885246,0.0,0.853972386710959
4,0.922832786885246,0.0,0.016611295681063124
4,0.922832786885246,0.0,0.8786179401993354
4,0.922832786885246,0.8786179401993354,0.918485049833887
5,0.932172910662824,0.07941176470588235,0.8060174927113701
5,0.9358443804034582,0.8388862973760934,0.02527222157434385
5,0.932172910662824,0.8060174927113701,0.07058823529411765
5,0.9358443804034582,0.8388862973760934,0.02527222157434385
5,0.927009836065574,0.028798578073089505,0.9227176079734221
5,0.932172910662824,0.766897050728859,0.07941176470588235
5,0.932172910662824,0.7914402332361514,0.0872093023255814
5,0.9358443804034582,0.8388862973760934,0.02527222157434385
5,0.922832786885246,0.8919069767441858,0.0
5,0.922832786885246,0.0,0.8919069767441858
6,0.932172910662824,0.008746355685131196,0.8060174927113701
6,0.922832786885246,0.0,0.04318936877076412
6,0.922832786885246,0.016611295681063124,0.029900332225913623
6,0.922832786885246,0.0,0.0
6,0.922832786885246,0.09302325581395349,0.918485049833887
6,0.932172910662824,0.07871720116618076,0.8060174927113701
6,0.922832786885246,0.8786179401993354,0.0
6,0.9313819241982506,0.0,0.0
6,0.9358443804034582,0.02527222157434385,0.07941176470588235
6,0.922832786885246,0.8919069767441858,0.0
7,0.8995445901639343,0.029900332225913623,0.016611295681063124
7,0.922832786885246,0.0,0.0
7,0.9868852459016394,0.0,0.016611295681063124
7,0.922832786885246,0.029900332225913623,0.918485049833887
7,0.922832786885246,0.0,0.026578073089700997
7,0.9313819241982506,0.06784660766961652,0.0
7,0.922832786885246,0.0,0.853972386710959
7,0.922832786885246,0.0,0.8919069767441858
7,0.9317797101449273,0.029154518950437316,0.10869293964497094
7,0.922832786885246,0.0,0.019933554817275746
8,0.9358443804034582,0.02527222157434385,0.8243090379008748
8,0.922832786885246,0.0,0.023255813953488372
8,0.922832786885246,0.0,0.0
8,0.922832786885246,0.0,0.0
8,0.9867986798679867,0.0,0.0033444816053511705
8,0.922832786885246,0.0,0.0
8,0.922832786885246,0.0,0.46590381661129565
8,0.9358443804034581,0.0627849562682215,0.07871720116618076
8,1.0,0.03003003003003003,0.0
8,0.9350962099125364,0.02932551319648094,0.025570418879055874
9,0.922832786885246,0.019933554817275746,0.9051960132890365
9,0.922832786885246,0.8786179401993354,0.0
9,0.9868852459016394,0.0033222591362126247,0.04318936877076412
9,0.9868852459016394,0.0,0.132890365448505
9,0.9404841498559077,0.8144256559766764,0.13835814577259478
9,0.9322885245901638,0.9280664451827241,0.025192691029900332
9,0.922832786885246,0.0,0.0
9,0.9270098360655737,0.8828504983388702,0.07154564784053148
9,0.922832786885246,0.0,0.31893687707641194
